yikama_yeri,metrekare,leke_durumu,parca_sayisi,il,ilce,fiyat
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2762
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Nazilli,2621
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3895
Yerinde,20,"Hayir, standart yeterli",2,Ankara,Cankaya,3341
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5261
Yerinde,40,"Hayir, standart yeterli",3,Antalya,Kepez,3460
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Cankaya,3547
Yikamaci,30,"Hayir, standart yeterli",3,Istanbul,Kadikoy,5040
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5120
Yerinde,20,"Hayir, standart yeterli",4,Adana,Seyhan,2619
Yikamaci,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,4837
Yerinde,10,"Hayir, standart yeterli",1,Antalya,Kepez,2420
Yerinde,30,"Hayir, standart yeterli",1,Ankara,Kecioren,3303
Yikamaci,10,"Hayir, standart yeterli",4,Ankara,Kecioren,3735
Yikamaci,20,"Hayir, standart yeterli",3,Adana,Seyhan,2806
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2962
Yerinde,40,"Hayir, standart yeterli",1,Istanbul,Besiktas,4502
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2971
Yerinde,10,"Hayir, standart yeterli",3,Aydin,Efeler,2539
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4475
Yikamaci,30,"Hayir, standart yeterli",2,Ankara,Cankaya,3788
Yikamaci,30,"Hayir, standart yeterli",3,Adana,Cukurova,3034
Yerinde,30,"Hayir, standart yeterli",1,Ankara,Cankaya,3431
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3571
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3243
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4371
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,4244
Yikamaci,40,"Hayir, standart yeterli",1,Antalya,Kepez,3472
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3613
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Efeler,2983
Yikamaci,30,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4750
Yerinde,30,"Hayir, standart yeterli",4,Ankara,Cankaya,3868
Yikamaci,30,"Hayir, standart yeterli",3,Adana,Seyhan,3096
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Kecioren,3661
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2345
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,4032
Yerinde,10,"Hayir, standart yeterli",4,Adana,Seyhan,2514
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2741
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Besiktas,4534
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3285
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2856
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2900
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3597
Yikamaci,10,"Hayir, standart yeterli",4,Istanbul,Besiktas,4843
Yerinde,20,"Hayir, standart yeterli",4,Adana,Cukurova,2681
Yerinde,40,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4562
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3231
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2773
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,4604
Yerinde,40,"Hayir, standart yeterli",2,Adana,Seyhan,2829
Yikamaci,40,"Hayir, standart yeterli",1,Ankara,Kecioren,3974
Yerinde,20,"Hayir, standart yeterli",2,Adana,Cukurova,2267
Yerinde,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,2713
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3619
Yerinde,10,"Hayir, standart yeterli",4,Aydin,Nazilli,2743
Yikamaci,10,"Hayir, standart yeterli",3,Antalya,Kepez,3010
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4236
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,5103
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Nazilli,3246
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3218
Yerinde,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,4648
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4613
Yerinde,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,4519
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Cankaya,3577
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3647
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Nazilli,3346
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Nazilli,2969
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,2802
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Nazilli,2938
Yerinde,40,"Hayir, standart yeterli",4,Antalya,Muratpasa,3612
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Efeler,2678
Yikamaci,30,"Hayir, standart yeterli",1,Antalya,Kepez,3261
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Nazilli,2896
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3498
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3206
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3390
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2910
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3440
Yikamaci,10,"Hayir, standart yeterli",3,Antalya,Kepez,3057
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Cukurova,2877
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4567
Yerinde,10,"Hayir, standart yeterli",2,Ankara,Kecioren,3088
Yikamaci,10,"Hayir, standart yeterli",1,Adana,Cukurova,2279
Yerinde,10,"Hayir, standart yeterli",2,Adana,Cukurova,2068
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Kecioren,3854
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2779
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3633
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Muratpasa,3155
Yikamaci,40,"Hayir, standart yeterli",1,Adana,Seyhan,2851
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3619
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,2962
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4606
Yerinde,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,2879
Yerinde,40,"Hayir, standart yeterli",2,Antalya,Muratpasa,3278
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Efeler,2848
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3711
Yikamaci,10,"Hayir, standart yeterli",4,Adana,Seyhan,2802
Yikamaci,30,"Hayir, standart yeterli",4,Ankara,Cankaya,4107
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,4127
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Efeler,2994
Yerinde,20,"Hayir, standart yeterli",4,Antalya,Kepez,3076
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Efeler,2988
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2823
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5280
Yerinde,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4391
Yikamaci,30,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5248
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3397
Yikamaci,20,"Hayir, standart yeterli",4,Antalya,Kepez,3385
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3548
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,2725
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2887
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2583
Yikamaci,30,"Hayir, standart yeterli",2,Aydin,Efeler,2966
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Kecioren,3292
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,4234
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Cankaya,3604
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3821
Yikamaci,40,"Hayir, standart yeterli",3,Aydin,Efeler,3446
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3282
Yerinde,20,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4379
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Efeler,3179
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Cukurova,2769
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,2699
Yikamaci,40,"Hayir, standart yeterli",3,Antalya,Kepez,3622
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3817
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Cankaya,3566
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3002
Yerinde,30,"Hayir, standart yeterli",2,Ankara,Kecioren,3465
Yikamaci,20,"Hayir, standart yeterli",4,Adana,Seyhan,2890
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2892
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Kepez,3025
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Efeler,2812
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Cankaya,3300
Yikamaci,10,"Hayir, standart yeterli",1,Antalya,Kepez,2757
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Cankaya,3723
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Kepez,3228
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Kecioren,3954
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,4760
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,2652
Yerinde,40,"Hayir, standart yeterli",2,Adana,Cukurova,2683
Yerinde,20,"Hayir, standart yeterli",1,Adana,Cukurova,2259
Yikamaci,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,3134
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Kecioren,3284
Yerinde,20,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4435
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3591
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,2743
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Kecioren,3064
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,4661
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Nazilli,2670
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,4220
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,2934
Yerinde,40,"Hayir, standart yeterli",1,Istanbul,Besiktas,4662
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2686
Yerinde,40,"Hayir, standart yeterli",1,Adana,Seyhan,2565
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,2623
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,4006
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,2654
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3588
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3777
Yerinde,40,"Hayir, standart yeterli",4,Ankara,Kecioren,4139
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2282
Yerinde,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,4663
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5179
Yerinde,30,"Hayir, standart yeterli",1,Antalya,Kepez,2933
Yerinde,20,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4458
Yikamaci,40,"Hayir, standart yeterli",1,Ankara,Cankaya,3865
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Nazilli,2974
Yikamaci,10,"Hayir, standart yeterli",2,Ankara,Kecioren,3506
Yikamaci,20,"Hayir, standart yeterli",4,Ankara,Cankaya,3913
Yerinde,20,"Hayir, standart yeterli",1,Aydin,Efeler,2327
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2567
Yikamaci,20,"Hayir, standart yeterli",1,Adana,Cukurova,2444
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3465
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Efeler,2923
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3275
Yerinde,20,"Hayir, standart yeterli",2,Antalya,Muratpasa,2829
Yikamaci,10,"Hayir, standart yeterli",4,Ankara,Cankaya,3657
Yikamaci,40,"Hayir, standart yeterli",3,Antalya,Muratpasa,3787
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3969
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2958
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,4612
Yerinde,40,"Hayir, standart yeterli",4,Antalya,Muratpasa,3563
Yerinde,20,"Hayir, standart yeterli",4,Aydin,Nazilli,2941
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Efeler,2929
Yikamaci,40,"Hayir, standart yeterli",3,Istanbul,Besiktas,5208
Yerinde,20,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4523
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Cankaya,3969
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3118
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3145
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Kecioren,3407
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4039
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Kepez,3298
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2685
Yikamaci,20,"Hayir, standart yeterli",1,Aydin,Nazilli,2774
Yerinde,20,"Hayir, standart yeterli",4,Antalya,Muratpasa,3143
Yikamaci,20,"Hayir, standart yeterli",3,Ankara,Kecioren,3811
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3904
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Efeler,3145
Yerinde,20,"Hayir, standart yeterli",3,Ankara,Cankaya,3462
Yerinde,40,"Hayir, standart yeterli",4,Adana,Cukurova,2973
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Nazilli,2613
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Cankaya,3989
Yikamaci,40,"Hayir, standart yeterli",1,Adana,Seyhan,2977
Yerinde,10,"Hayir, standart yeterli",2,Adana,Seyhan,2130
Yerinde,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4818
Yikamaci,10,"Hayir, standart yeterli",4,Ankara,Kecioren,3734
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2561
Yerinde,40,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4940
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3198
Yerinde,20,"Hayir, standart yeterli",1,Aydin,Efeler,2430
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4550
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Muratpasa,3217
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4620
Yikamaci,10,"Hayir, standart yeterli",1,Antalya,Kepez,2713
Yerinde,40,"Hayir, standart yeterli",3,Antalya,Muratpasa,3449
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3185
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3303
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Nazilli,2922
Yerinde,30,"Hayir, standart yeterli",2,Adana,Seyhan,2587
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Cankaya,3285
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,4151
Yikamaci,40,"Hayir, standart yeterli",4,Ankara,Kecioren,4344
Yikamaci,30,"Hayir, standart yeterli",2,Antalya,Kepez,3355
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Muratpasa,2909
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Nazilli,3132
Yikamaci,10,"Hayir, standart yeterli",1,Antalya,Muratpasa,2818
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,2858
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4925
Yikamaci,40,"Hayir, standart yeterli",1,Aydin,Efeler,3191
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Nazilli,2832
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4068
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2684
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Cankaya,3701
Yerinde,10,"Hayir, standart yeterli",2,Ankara,Kecioren,3130
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3176
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3779
Yikamaci,40,"Hayir, standart yeterli",4,Antalya,Kepez,3771
Yikamaci,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,4981
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,5545
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3362
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Cankaya,3364
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4583
Yikamaci,30,"Hayir, standart yeterli",1,Istanbul,Besiktas,4713
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Muratpasa,3749
Yerinde,30,"Hayir, standart yeterli",1,Aydin,Efeler,2686
Yerinde,20,"Hayir, standart yeterli",1,Aydin,Efeler,2478
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,5071
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Cukurova,3196
Yerinde,20,"Hayir, standart yeterli",4,Aydin,Efeler,2887
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5033
Yerinde,10,"Hayir, standart yeterli",3,Antalya,Kepez,2798
Yerinde,40,"Hayir, standart yeterli",1,Adana,Cukurova,2560
Yikamaci,40,"Hayir, standart yeterli",1,Adana,Cukurova,2803
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3773
Yikamaci,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3314
Yerinde,30,"Hayir, standart yeterli",3,Aydin,Efeler,2810
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3462
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,5201
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4658
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3534
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Cankaya,3291
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3043
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,3690
Yerinde,10,"Hayir, standart yeterli",1,Istanbul,Besiktas,4092
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Kecioren,4082
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2736
Yerinde,40,"Hayir, standart yeterli",4,Adana,Cukurova,3040
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4584
Yerinde,30,"Hayir, standart yeterli",2,Adana,Seyhan,2478
Yikamaci,40,"Hayir, standart yeterli",4,Istanbul,Besiktas,5269
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Nazilli,2817
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2939
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,2689
Yerinde,20,"Hayir, standart yeterli",2,Antalya,Muratpasa,2771
Yerinde,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,2747
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3605
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5064
Yerinde,20,"Hayir, standart yeterli",4,Adana,Seyhan,2582
Yerinde,30,"Hayir, standart yeterli",4,Adana,Cukurova,2775
Yikamaci,40,"Hayir, standart yeterli",3,Istanbul,Besiktas,5192
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,4236
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Kecioren,3223
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3079
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4655
Yerinde,40,"Hayir, standart yeterli",1,Istanbul,Besiktas,4676
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Efeler,2902
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Seyhan,2668
Yikamaci,40,"Hayir, standart yeterli",4,Ankara,Kecioren,4422
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Nazilli,2872
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3889
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2485
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,3942
Yikamaci,40,"Hayir, standart yeterli",3,Aydin,Efeler,3433
Yikamaci,30,"Hayir, standart yeterli",2,Aydin,Efeler,3016
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,4688
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Nazilli,3248
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Nazilli,2770
Yikamaci,40,"Hayir, standart yeterli",2,Antalya,Muratpasa,3459
Yikamaci,30,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4666
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,5052
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2827
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,2934
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5153
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4058
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2846
Yerinde,40,"Hayir, standart yeterli",1,Adana,Seyhan,2536
Yikamaci,40,"Hayir, standart yeterli",3,Antalya,Muratpasa,3750
Yikamaci,10,"Hayir, standart yeterli",3,Aydin,Efeler,2700
Yikamaci,10,"Hayir, standart yeterli",2,Antalya,Muratpasa,2978
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,4185
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,2824
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2898
Yerinde,20,"Hayir, standart yeterli",1,Aydin,Efeler,2315
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3084
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4666
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2584
Yikamaci,20,"Hayir, standart yeterli",2,Ankara,Kecioren,3582
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2521
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3272
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4711
Yerinde,30,"Hayir, standart yeterli",1,Aydin,Efeler,2598
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3744
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2717
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Nazilli,2875
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2882
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4645
Yikamaci,40,"Hayir, standart yeterli",4,Adana,Seyhan,3332
Yikamaci,40,"Hayir, standart yeterli",3,Ankara,Kecioren,4205
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3608
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2518
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,4223
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2850
Yikamaci,20,"Hayir, standart yeterli",2,Adana,Seyhan,2601
Yikamaci,30,"Hayir, standart yeterli",4,Adana,Seyhan,3083
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3726
Yikamaci,20,"Hayir, standart yeterli",1,Adana,Seyhan,2412
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5480
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5366
Yikamaci,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,4873
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4644
Yerinde,10,"Hayir, standart yeterli",4,Aydin,Nazilli,2749
Yikamaci,40,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4939
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,4210
Yerinde,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4448
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Seyhan,3080
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2523
Yerinde,30,"Hayir, standart yeterli",2,Antalya,Kepez,3083
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3375
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Kecioren,3848
Yerinde,30,"Hayir, standart yeterli",3,Adana,Seyhan,2612
