yikama_yeri,metrekare,leke_durumu,parca_sayisi,il,ilce,fiyat
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Kecioren,2221
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2281
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,2478
Yikamaci,10,"Hayir, standart yeterli",4,Adana,Cukurova,1202
Yikamaci,10,"Hayir, standart yeterli",1,Adana,Cukurova,1155
Yikamaci,40,"Hayir, standart yeterli",4,Ankara,Cankaya,1182
Yerinde,20,"Hayir, standart yeterli",2,Aydin,Nazilli,1498
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3061
Yerinde,20,"Hayir, standart yeterli",2,Adana,Cukurova,3624
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,1599
Yerinde,30,"Hayir, standart yeterli",4,Adana,Cukurova,3089
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3885
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Efeler,1902
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Kecioren,1866
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3880
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,2330
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,1369
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3402
Yerinde,30,"Hayir, standart yeterli",2,Adana,Seyhan,3317
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Cankaya,1539
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,3472
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Nazilli,2172
Yikamaci,20,"Hayir, standart yeterli",3,Istanbul,Kadikoy,2449
Yerinde,10,"Hayir, standart yeterli",3,Antalya,Kepez,1478
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Cankaya,3444
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Seyhan,3719
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,1000
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3682
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,3407
Yerinde,40,"Hayir, standart yeterli",3,Adana,Seyhan,3015
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Seyhan,1751
Yerinde,10,"Hayir, standart yeterli",4,Adana,Seyhan,2743
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,3341
Yerinde,20,"Hayir, standart yeterli",1,Antalya,Muratpasa,1052
Yikamaci,40,"Hayir, standart yeterli",1,Antalya,Kepez,2448
Yikamaci,30,"Hayir, standart yeterli",4,Adana,Seyhan,3630
Yerinde,40,"Hayir, standart yeterli",1,Adana,Seyhan,3795
Yerinde,40,"Hayir, standart yeterli",3,Adana,Cukurova,2863
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3724
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,1467
Yikamaci,40,"Hayir, standart yeterli",4,Aydin,Efeler,3609
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,2554
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,682
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Kecioren,674
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Kecioren,2467
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,853
Yikamaci,40,"Hayir, standart yeterli",3,Ankara,Kecioren,1654
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,2280
Yikamaci,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,947
Yerinde,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,935
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,2052
Yikamaci,20,"Hayir, standart yeterli",3,Adana,Cukurova,1304
Yerinde,20,"Hayir, standart yeterli",2,Aydin,Efeler,1701
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3082
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3693
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,3009
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Kecioren,2402
Yikamaci,40,"Hayir, standart yeterli",2,Aydin,Efeler,3825
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,1764
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Nazilli,2694
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Cankaya,2776
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,3797
Yerinde,40,"Hayir, standart yeterli",4,Antalya,Muratpasa,3777
Yerinde,40,"Hayir, standart yeterli",1,Adana,Seyhan,1163
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,1320
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,1719
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Cankaya,3141
Yerinde,40,"Hayir, standart yeterli",2,Ankara,Kecioren,2950
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,1994
Yikamaci,10,"Hayir, standart yeterli",4,Ankara,Cankaya,3313
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,2503
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Muratpasa,1910
Yerinde,20,"Hayir, standart yeterli",2,Aydin,Efeler,3841
Yerinde,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,3399
Yerinde,10,"Hayir, standart yeterli",4,Adana,Cukurova,741
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,1500
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,1225
Yikamaci,30,"Hayir, standart yeterli",1,Istanbul,Besiktas,2161
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Efeler,3230
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,1985
Yerinde,30,"Hayir, standart yeterli",4,Antalya,Kepez,2396
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3779
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,2140
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3447
Yikamaci,10,"Hayir, standart yeterli",2,Antalya,Muratpasa,2691
Yikamaci,20,"Hayir, standart yeterli",3,Antalya,Muratpasa,1710
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,904
Yerinde,40,"Hayir, standart yeterli",1,Ankara,Cankaya,3324
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,831
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,1737
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,3340
Yerinde,40,"Hayir, standart yeterli",3,Aydin,Nazilli,775
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Efeler,2007
Yerinde,10,"Hayir, standart yeterli",4,Adana,Seyhan,1156
Yerinde,30,"Hayir, standart yeterli",2,Ankara,Cankaya,701
Yerinde,20,"Hayir, standart yeterli",2,Ankara,Cankaya,3399
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Nazilli,2085
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,804
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Kepez,790
Yerinde,10,"Hayir, standart yeterli",4,Aydin,Efeler,3488
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,2699
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3174
Yerinde,30,"Hayir, standart yeterli",4,Ankara,Kecioren,1110
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,1627
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,1078
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,776
Yikamaci,40,"Hayir, standart yeterli",1,Istanbul,Besiktas,3596
Yerinde,10,"Hayir, standart yeterli",1,Adana,Cukurova,3742
Yikamaci,20,"Hayir, standart yeterli",4,Aydin,Nazilli,879
Yerinde,30,"Hayir, standart yeterli",3,Istanbul,Besiktas,3495
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Nazilli,2272
Yikamaci,10,"Hayir, standart yeterli",4,Ankara,Kecioren,3429
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,1965
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3126
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,1158
Yerinde,20,"Hayir, standart yeterli",4,Istanbul,Kadikoy,3830
Yerinde,30,"Hayir, standart yeterli",4,Ankara,Kecioren,1213
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,3022
Yerinde,40,"Hayir, standart yeterli",3,Aydin,Efeler,3017
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,1538
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Kecioren,1710
Yerinde,30,"Hayir, standart yeterli",1,Istanbul,Kadikoy,1182
Yerinde,10,"Hayir, standart yeterli",2,Aydin,Efeler,2140
Yerinde,20,"Hayir, standart yeterli",3,Adana,Cukurova,1292
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3132
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Seyhan,1576
Yikamaci,40,"Hayir, standart yeterli",1,Adana,Seyhan,2560
Yikamaci,30,"Hayir, standart yeterli",2,Antalya,Muratpasa,894
Yerinde,10,"Hayir, standart yeterli",4,Adana,Cukurova,968
Yerinde,40,"Hayir, standart yeterli",4,Adana,Cukurova,1454
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,702
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Seyhan,3311
Yikamaci,10,"Hayir, standart yeterli",3,Aydin,Efeler,1881
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Kepez,1071
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,1501
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,2735
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,2027
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,658
Yikamaci,10,"Hayir, standart yeterli",2,Adana,Cukurova,2880
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,3521
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,2681
Yikamaci,10,"Hayir, standart yeterli",2,Adana,Cukurova,2425
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3060
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,1792
Yikamaci,20,"Hayir, standart yeterli",3,Ankara,Cankaya,2491
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,741
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,742
Yerinde,10,"Hayir, standart yeterli",4,Antalya,Kepez,611
Yerinde,20,"Hayir, standart yeterli",3,Adana,Cukurova,3506
Yikamaci,20,"Hayir, standart yeterli",1,Adana,Seyhan,1603
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,783
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,1024
Yerinde,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,2937
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Kadikoy,2848
Yikamaci,40,"Hayir, standart yeterli",4,Ankara,Kecioren,2679
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Nazilli,843
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,836
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,1944
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3894
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,1127
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,1141
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3532
Yikamaci,10,"Hayir, standart yeterli",1,Adana,Cukurova,736
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,1426
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3079
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,2757
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,1277
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,1366
Yikamaci,40,"Hayir, standart yeterli",3,Antalya,Muratpasa,3826
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Nazilli,950
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,2393
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Efeler,1026
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,2335
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,2620
Yerinde,30,"Hayir, standart yeterli",4,Adana,Seyhan,3392
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Kadikoy,3672
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3474
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Kadikoy,1480
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Efeler,1949
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Cukurova,3793
Yerinde,30,"Hayir, standart yeterli",2,Adana,Seyhan,2474
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,3229
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,880
Yikamaci,30,"Hayir, standart yeterli",3,Adana,Cukurova,2905
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Kecioren,693
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,1080
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3420
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Kadikoy,1050
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,1897
Yikamaci,40,"Hayir, standart yeterli",4,Antalya,Kepez,2112
Yerinde,30,"Hayir, standart yeterli",1,Adana,Cukurova,649
Yikamaci,40,"Hayir, standart yeterli",4,Aydin,Nazilli,1110
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,1311
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Efeler,1569
Yikamaci,10,"Hayir, standart yeterli",3,Adana,Cukurova,3393
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,1184
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2580
Yerinde,40,"Hayir, standart yeterli",1,Adana,Cukurova,3195
Yerinde,10,"Hayir, standart yeterli",4,Antalya,Muratpasa,3247
Yikamaci,30,"Hayir, standart yeterli",4,Aydin,Efeler,1242
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,3214
Yerinde,20,"Hayir, standart yeterli",2,Aydin,Nazilli,1913
Yikamaci,30,"Hayir, standart yeterli",4,Ankara,Cankaya,1133
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3285
Yikamaci,40,"Hayir, standart yeterli",3,Istanbul,Kadikoy,2573
Yerinde,30,"Hayir, standart yeterli",1,Aydin,Nazilli,2901
Yerinde,10,"Hayir, standart yeterli",4,Adana,Seyhan,3690
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,1559
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,1379
Yerinde,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,1886
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3467
Yerinde,40,"Hayir, standart yeterli",4,Istanbul,Kadikoy,2431
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,1357
Yikamaci,40,"Hayir, standart yeterli",4,Antalya,Kepez,3313
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3030
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,1985
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,2586
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,1912
Yikamaci,20,"Hayir, standart yeterli",3,Ankara,Cankaya,2561
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,1630
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,958
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,3214
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,643
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,2033
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Cankaya,2729
Yerinde,10,"Hayir, standart yeterli",3,Aydin,Efeler,2100
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3123
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Nazilli,1324
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,2425
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,2333
Yikamaci,40,"Hayir, standart yeterli",4,Adana,Seyhan,866
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Cankaya,2343
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,2207
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Efeler,3063
Yikamaci,20,"Hayir, standart yeterli",4,Antalya,Muratpasa,3494
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3693
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3850
Yerinde,40,"Hayir, standart yeterli",3,Aydin,Nazilli,3384
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Muratpasa,3500
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,707
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3344
Yikamaci,20,"Hayir, standart yeterli",2,Antalya,Muratpasa,1419
Yikamaci,10,"Hayir, standart yeterli",3,Aydin,Efeler,2858
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,2752
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,889
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3375
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3357
Yikamaci,40,"Hayir, standart yeterli",2,Aydin,Efeler,732
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Nazilli,2443
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Cankaya,695
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Seyhan,2939
Yerinde,10,"Hayir, standart yeterli",4,Istanbul,Besiktas,3061
Yerinde,40,"Hayir, standart yeterli",2,Ankara,Kecioren,3768
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,2728
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,1673
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,2582
Yikamaci,10,"Hayir, standart yeterli",2,Ankara,Cankaya,3655
Yikamaci,20,"Hayir, standart yeterli",3,Ankara,Cankaya,1272
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,1415
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,2664
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3286
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Efeler,1425
Yerinde,20,"Hayir, standart yeterli",2,Antalya,Muratpasa,3313
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,1886
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Besiktas,2487
Yerinde,20,"Hayir, standart yeterli",2,Aydin,Nazilli,2832
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,1357
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,2254
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Kepez,2833
Yerinde,30,"Hayir, standart yeterli",1,Adana,Cukurova,2169
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Muratpasa,678
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Efeler,3396
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Efeler,2507
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3276
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3238
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,834
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,2255
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3198
Yerinde,30,"Hayir, standart yeterli",2,Istanbul,Kadikoy,1003
Yerinde,30,"Hayir, standart yeterli",3,Ankara,Cankaya,1300
Yikamaci,10,"Hayir, standart yeterli",3,Adana,Seyhan,2447
Yikamaci,10,"Hayir, standart yeterli",1,Antalya,Muratpasa,1317
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,1459
Yikamaci,10,"Hayir, standart yeterli",4,Antalya,Muratpasa,1478
Yerinde,30,"Hayir, standart yeterli",1,Antalya,Kepez,1062
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,2572
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,1531
Yikamaci,20,"Hayir, standart yeterli",4,Antalya,Muratpasa,2462
Yikamaci,40,"Hayir, standart yeterli",1,Antalya,Kepez,1470
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,1233
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,1437
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3428
Yerinde,30,"Hayir, standart yeterli",1,Aydin,Efeler,3256
Yikamaci,40,"Hayir, standart yeterli",3,Istanbul,Kadikoy,1872
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Kecioren,3481
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,909
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,1188
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2539
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,809
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,1654
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,1736
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,2405
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Cukurova,1625
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Kecioren,1481
Yikamaci,40,"Hayir, standart yeterli",3,Istanbul,Kadikoy,872
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3819
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3827
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2798
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Nazilli,3326
Yikamaci,10,"Hayir, standart yeterli",4,Antalya,Kepez,3033
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3308
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Efeler,2882
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,2300
Yikamaci,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,2204
Yerinde,20,"Hayir, standart yeterli",1,Adana,Cukurova,2443
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Cankaya,3772
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Seyhan,1871
Yikamaci,40,"Hayir, standart yeterli",3,Aydin,Efeler,1518
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,2869
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,2501
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2477
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,729
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Seyhan,1724
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,2907
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3698
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,623
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,3364
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Seyhan,2951
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,739
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,1560
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,959
Yikamaci,10,"Hayir, standart yeterli",4,Adana,Seyhan,3716
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,3865
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,1820
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,1001
Yikamaci,30,"Hayir, standart yeterli",4,Istanbul,Besiktas,2791
Yikamaci,30,"Hayir, standart yeterli",4,Ankara,Kecioren,2152
Yerinde,40,"Hayir, standart yeterli",3,Adana,Cukurova,1863
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,1048
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,1399
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,1942
Yikamaci,10,"Hayir, standart yeterli",4,Ankara,Kecioren,2953
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,1742
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,802
Yikamaci,10,"Hayir, standart yeterli",2,Ankara,Kecioren,2228
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,2732
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Efeler,1562
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2139
