yikama_yeri,metrekare,leke_durumu,parca_sayisi,il,ilce,fiyat
Yikamaci,35,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5163
Yerinde,25,"Hayir, standart yeterli",1,Adana,Seyhan,2210
Yikamaci,15,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4372
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3947
Yerinde,40,"Hayir, standart yeterli",1,Ankara,Kecioren,3677
Yikamaci,15,"Hayir, standart yeterli",3,Aydin,Efeler,2933
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3799
Yikamaci,50,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,4075
Yerinde,15,"Hayir, standart yeterli",2,Ankara,Kecioren,3247
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3811
Yikamaci,20,"Hayir, standart yeterli",2,Antalya,Kepez,3193
Yerinde,25,"Hayir, standart yeterli",1,Adana,Seyhan,2382
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2650
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3629
Yerinde,25,"Hayir, standart yeterli",3,Antalya,Kepez,3124
Yikamaci,10,"Hayir, standart yeterli",4,Antalya,Kepez,3205
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,5053
Yikamaci,50,"Hayir, standart yeterli",1,Istanbul,Besiktas,5167
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3692
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2631
Yikamaci,50,"Hayir, standart yeterli",4,Adana,Cukurova,3523
Yerinde,35,"Hayir, standart yeterli",1,Aydin,Efeler,2726
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5248
Yikamaci,50,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,4582
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4779
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3134
Yikamaci,35,"Hayir, standart yeterli",3,Aydin,Nazilli,3360
Yikamaci,25,"Hayir, standart yeterli",4,Antalya,Kepez,3621
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Efeler,2975
Yikamaci,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3305
Yikamaci,15,"Hayir, standart yeterli",4,Adana,Seyhan,2844
Yerinde,15,"Hayir, standart yeterli",1,Ankara,Cankaya,3115
Yerinde,50,"Hayir, standart yeterli",3,Ankara,Cankaya,4134
Yerinde,50,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5347
Yikamaci,10,"Hayir, standart yeterli",4,Adana,Cukurova,2682
Yerinde,25,"Hayir, standart yeterli",2,Ankara,Cankaya,3407
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4137
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Cankaya,3609
Yerinde,50,"Hayir, standart yeterli",2,Aydin,Nazilli,3211
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3116
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3847
Yerinde,20,"Hayir, standart yeterli",3,Adana,Seyhan,2422
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2886
Yerinde,40,"Hayir, standart yeterli",2,Adana,Seyhan,2709
Yikamaci,50,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3711
Yerinde,15,"Hayir, standart yeterli",2,Adana,Cukurova,2350
Yerinde,50,"Hayir, standart yeterli",3,Istanbul,Kadikoy,5131
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,4130
Yerinde,35,"Hayir, standart yeterli",2,Adana,Cukurova,2644
Yerinde,20,"Hayir, standart yeterli",3,Adana,Seyhan,2530
Yikamaci,45,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,4311
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3557
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,4083
Yikamaci,25,"Hayir, standart yeterli",2,Istanbul,Besiktas,4832
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2574
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,5196
Yikamaci,45,"Hayir, standart yeterli",2,Aydin,Nazilli,3412
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3312
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3869
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4139
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3926
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4779
Yerinde,30,"Hayir, standart yeterli",1,Adana,Cukurova,2431
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4137
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3847
Yikamaci,50,"Hayir, standart yeterli",2,Antalya,Muratpasa,3733
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,4347
Yikamaci,30,"Hayir, standart yeterli",4,Aydin,Nazilli,3398
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,4207
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,4945
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Cankaya,2968
Yerinde,25,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4522
Yikamaci,25,"Hayir, standart yeterli",2,Ankara,Kecioren,3716
Yerinde,50,"Hayir, standart yeterli",3,Ankara,Cankaya,4116
Yikamaci,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,4912
Yerinde,50,"Hayir, standart yeterli",3,Antalya,Kepez,3521
Yerinde,35,"Hayir, standart yeterli",1,Antalya,Kepez,3032
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5529
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3489
Yikamaci,45,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,4177
Yikamaci,40,"Hayir, standart yeterli",4,Aydin,Efeler,3587
Yikamaci,15,"Hayir, standart yeterli",4,Aydin,Nazilli,3040
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2482
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3319
Yerinde,40,"Hayir, standart yeterli",3,Istanbul,Besiktas,4931
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3507
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3944
Yikamaci,25,"Hayir, standart yeterli",3,Aydin,Nazilli,3191
Yerinde,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4362
Yikamaci,35,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4711
Yikamaci,50,"Hayir, standart yeterli",1,Istanbul,Besiktas,5151
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Kecioren,3222
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2899
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3732
Yerinde,45,"Hayir, standart yeterli",1,Aydin,Nazilli,2966
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3777
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Efeler,2881
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,5158
Yerinde,20,"Hayir, standart yeterli",2,Adana,Cukurova,2368
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Cankaya,3283
Yikamaci,35,"Hayir, standart yeterli",3,Adana,Cukurova,3042
Yikamaci,15,"Hayir, standart yeterli",1,Aydin,Efeler,2572
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3137
Yikamaci,20,"Hayir, standart yeterli",4,Adana,Seyhan,2999
Yikamaci,10,"Hayir, standart yeterli",4,Adana,Cukurova,2807
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2750
Yerinde,50,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3340
Yerinde,40,"Hayir, standart yeterli",3,Aydin,Nazilli,3038
Yerinde,30,"Hayir, standart yeterli",1,Istanbul,Besiktas,4356
Yerinde,35,"Hayir, standart yeterli",4,Antalya,Muratpasa,3497
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3180
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2977
Yikamaci,45,"Hayir, standart yeterli",4,Antalya,Kepez,3886
Yerinde,15,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2386
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3587
Yikamaci,30,"Hayir, standart yeterli",1,Antalya,Muratpasa,3289
Yikamaci,45,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3598
Yerinde,45,"Hayir, standart yeterli",4,Aydin,Nazilli,3436
Yikamaci,35,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3770
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3106
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3459
Yikamaci,20,"Hayir, standart yeterli",3,Adana,Seyhan,2786
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,4665
Yikamaci,20,"Hayir, standart yeterli",3,Adana,Seyhan,2768
Yikamaci,45,"Hayir, standart yeterli",3,Adana,Seyhan,3317
Yerinde,35,"Hayir, standart yeterli",3,Antalya,Muratpasa,3306
Yerinde,25,"Hayir, standart yeterli",3,Ankara,Cankaya,3615
Yikamaci,45,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3762
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,4794
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3800
Yerinde,35,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2653
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,4886
Yerinde,10,"Hayir, standart yeterli",4,Antalya,Muratpasa,2878
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3093
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Cukurova,3012
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5079
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3109
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3839
Yerinde,50,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3322
Yerinde,35,"Hayir, standart yeterli",1,Ankara,Cankaya,3515
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,5508
Yerinde,10,"Hayir, standart yeterli",4,Adana,Seyhan,2462
Yerinde,15,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3425
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Kecioren,3957
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2878
Yikamaci,45,"Hayir, standart yeterli",4,Ankara,Cankaya,4384
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3551
Yikamaci,45,"Hayir, standart yeterli",4,Istanbul,Besiktas,5418
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2930
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Besiktas,4813
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2973
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3439
Yerinde,25,"Hayir, standart yeterli",4,Ankara,Kecioren,3845
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,2968
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Efeler,3161
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3154
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4676
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3344
Yerinde,10,"Hayir, standart yeterli",3,Aydin,Efeler,2573
Yikamaci,45,"Hayir, standart yeterli",3,Ankara,Cankaya,4400
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3128
Yerinde,15,"Hayir, standart yeterli",3,Adana,Cukurova,2486
Yikamaci,25,"Hayir, standart yeterli",4,Adana,Seyhan,3025
Yerinde,50,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3619
Yerinde,35,"Hayir, standart yeterli",2,Ankara,Kecioren,3577
Yikamaci,40,"Hayir, standart yeterli",1,Adana,Cukurova,2841
Yerinde,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4275
Yerinde,15,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4291
Yerinde,25,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4817
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,4469
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2931
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Cankaya,3703
Yikamaci,15,"Hayir, standart yeterli",1,Antalya,Muratpasa,2987
Yikamaci,15,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3195
Yerinde,15,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2553
Yikamaci,25,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3292
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3257
Yikamaci,45,"Hayir, standart yeterli",2,Istanbul,Kadikoy,5216
Yikamaci,30,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4917
Yikamaci,10,"Hayir, standart yeterli",4,Istanbul,Besiktas,4785
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3346
Yikamaci,35,"Hayir, standart yeterli",3,Aydin,Efeler,3322
Yerinde,15,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,2903
Yikamaci,15,"Hayir, standart yeterli",1,Antalya,Muratpasa,2837
Yerinde,35,"Hayir, standart yeterli",4,Ankara,Kecioren,3934
Yikamaci,35,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4426
Yikamaci,20,"Hayir, standart yeterli",4,Antalya,Muratpasa,3538
Yikamaci,50,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5499
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3990
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,3911
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2670
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3621
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,2960
Yikamaci,15,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3112
Yerinde,50,"Hayir, standart yeterli",1,Antalya,Muratpasa,3236
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4026
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,4812
Yikamaci,35,"Hayir, standart yeterli",3,Antalya,Muratpasa,3673
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,4378
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4866
Yerinde,50,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,5394
Yikamaci,25,"Hayir, standart yeterli",3,Ankara,Cankaya,3817
Yikamaci,25,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4509
Yikamaci,45,"Hayir, standart yeterli",2,Ankara,Kecioren,4158
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2817
Yerinde,10,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4035
Yikamaci,50,"Hayir, standart yeterli",2,Antalya,Muratpasa,3833
Yikamaci,45,"Hayir, standart yeterli",4,Adana,Seyhan,3497
Yerinde,40,"Hayir, standart yeterli",3,Aydin,Nazilli,3139
Yerinde,45,"Hayir, standart yeterli",4,Aydin,Nazilli,3345
Yikamaci,45,"Hayir, standart yeterli",3,Adana,Cukurova,3277
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3554
Yikamaci,50,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3651
Yerinde,30,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4397
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2728
Yerinde,30,"Hayir, standart yeterli",1,Ankara,Cankaya,3339
Yerinde,25,"Hayir, standart yeterli",2,Ankara,Cankaya,3369
Yerinde,20,"Hayir, standart yeterli",2,Ankara,Kecioren,3338
Yikamaci,50,"Hayir, standart yeterli",2,Antalya,Muratpasa,3723
Yikamaci,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3344
Yerinde,50,"Hayir, standart yeterli",4,Adana,Cukurova,3306
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Kepez,3104
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,4412
Yerinde,40,"Hayir, standart yeterli",4,Antalya,Kepez,3545
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Efeler,2782
Yerinde,35,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3282
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,5146
Yikamaci,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,4751
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3744
Yikamaci,50,"Hayir, standart yeterli",1,Antalya,Kepez,3671
Yerinde,20,"Hayir, standart yeterli",4,Adana,Seyhan,2747
Yerinde,40,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4685
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3147
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,4306
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,4573
Yikamaci,45,"Hayir, standart yeterli",2,Aydin,Nazilli,3436
Yerinde,30,"Hayir, standart yeterli",1,Aydin,Nazilli,2657
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3466
Yerinde,40,"Hayir, standart yeterli",2,Istanbul,Besiktas,4827
Yikamaci,25,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3415
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2522
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,3254
Yerinde,25,"Hayir, standart yeterli",1,Istanbul,Besiktas,4259
Yikamaci,25,"Hayir, standart yeterli",1,Adana,Seyhan,2663
Yikamaci,25,"Hayir, standart yeterli",4,Istanbul,Besiktas,4975
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,2820
Yerinde,45,"Hayir, standart yeterli",4,Ankara,Cankaya,4068
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3977
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,3355
Yikamaci,45,"Hayir, standart yeterli",1,Adana,Cukurova,2945
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2580
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4441
Yerinde,40,"Hayir, standart yeterli",2,Antalya,Kepez,3183
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5375
Yikamaci,45,"Hayir, standart yeterli",2,Antalya,Muratpasa,3641
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3139
Yikamaci,15,"Hayir, standart yeterli",4,Antalya,Kepez,3389
Yikamaci,50,"Hayir, standart yeterli",1,Antalya,Muratpasa,3587
Yikamaci,30,"Hayir, standart yeterli",4,Istanbul,Besiktas,5234
Yikamaci,20,"Hayir, standart yeterli",1,Antalya,Kepez,2926
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Seyhan,2886
Yerinde,50,"Hayir, standart yeterli",4,Ankara,Kecioren,4329
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2893
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3775
Yikamaci,15,"Hayir, standart yeterli",3,Antalya,Kepez,3106
Yerinde,35,"Hayir, standart yeterli",3,Istanbul,Besiktas,4786
Yerinde,25,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2820
Yikamaci,30,"Hayir, standart yeterli",1,Istanbul,Besiktas,4619
Yikamaci,15,"Hayir, standart yeterli",3,Antalya,Kepez,3184
Yikamaci,50,"Hayir, standart yeterli",2,Istanbul,Besiktas,5191
Yerinde,50,"Hayir, standart yeterli",3,Antalya,Muratpasa,3612
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2809
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,2950
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,4242
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2906
Yikamaci,50,"Hayir, standart yeterli",3,Antalya,Muratpasa,3868
Yerinde,30,"Hayir, standart yeterli",3,Aydin,Efeler,2936
Yerinde,35,"Hayir, standart yeterli",1,Istanbul,Besiktas,4517
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4157
Yerinde,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4678
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3961
Yerinde,35,"Hayir, standart yeterli",4,Antalya,Muratpasa,3454
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Muratpasa,2932
Yerinde,30,"Hayir, standart yeterli",2,Ankara,Cankaya,3627
Yerinde,30,"Hayir, standart yeterli",1,Ankara,Kecioren,3498
Yikamaci,10,"Hayir, standart yeterli",1,Aydin,Nazilli,2425
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3610
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3451
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Nazilli,2753
Yikamaci,15,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3032
Yerinde,35,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3266
Yerinde,15,"Hayir, standart yeterli",3,Antalya,Kepez,2930
Yikamaci,45,"Hayir, standart yeterli",2,Istanbul,Kadikoy,5192
Yikamaci,45,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5359
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Cukurova,2780
Yikamaci,30,"Hayir, standart yeterli",2,Aydin,Efeler,3065
Yerinde,50,"Hayir, standart yeterli",2,Aydin,Nazilli,3197
Yerinde,30,"Hayir, standart yeterli",2,Adana,Cukurova,2596
Yerinde,30,"Hayir, standart yeterli",2,Adana,Seyhan,2474
Yikamaci,15,"Hayir, standart yeterli",3,Ankara,Cankaya,3765
Yikamaci,40,"Hayir, standart yeterli",2,Antalya,Muratpasa,3472
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4427
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Besiktas,4675
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5055
Yikamaci,45,"Hayir, standart yeterli",4,Ankara,Cankaya,4512
Yikamaci,15,"Hayir, standart yeterli",3,Ankara,Kecioren,3626
Yikamaci,45,"Hayir, standart yeterli",4,Adana,Seyhan,3405
Yikamaci,45,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3373
Yerinde,50,"Hayir, standart yeterli",4,Aydin,Nazilli,3504
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Cankaya,3237
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5376
Yerinde,25,"Hayir, standart yeterli",4,Aydin,Efeler,2984
Yikamaci,50,"Hayir, standart yeterli",4,Adana,Cukurova,3611
Yikamaci,35,"Hayir, standart yeterli",3,Ankara,Kecioren,4028
Yikamaci,35,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3378
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,5471
Yikamaci,35,"Hayir, standart yeterli",4,Ankara,Cankaya,4193
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4783
Yikamaci,35,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5242
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Efeler,2565
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3608
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5392
Yerinde,25,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4303
Yerinde,45,"Hayir, standart yeterli",4,Adana,Seyhan,3121
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2908
Yikamaci,25,"Hayir, standart yeterli",3,Antalya,Kepez,3397
Yerinde,25,"Hayir, standart yeterli",1,Antalya,Muratpasa,2864
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3960
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Cankaya,3807
Yikamaci,30,"Hayir, standart yeterli",4,Aydin,Nazilli,3289
Yerinde,15,"Hayir, standart yeterli",1,Aydin,Nazilli,2323
Yikamaci,20,"Hayir, standart yeterli",2,Adana,Cukurova,2606
Yerinde,20,"Hayir, standart yeterli",4,Aydin,Nazilli,2930
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Nazilli,2943
Yikamaci,50,"Hayir, standart yeterli",4,Antalya,Kepez,4146
Yikamaci,25,"Hayir, standart yeterli",2,Aydin,Efeler,3007
Yerinde,25,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3835
Yerinde,35,"Hayir, standart yeterli",2,Adana,Seyhan,2694
Yerinde,25,"Hayir, standart yeterli",4,Adana,Cukurova,2790
Yikamaci,20,"Hayir, standart yeterli",3,Antalya,Muratpasa,3210
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,4975
Yerinde,30,"Hayir, standart yeterli",2,Ankara,Cankaya,3606
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3193
Yerinde,35,"Hayir, standart yeterli",1,Ankara,Cankaya,3569
Yerinde,15,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,3646
Yerinde,15,"Hayir, standart yeterli",3,Adana,Cukurova,2414
Yerinde,50,"Hayir, standart yeterli",2,Istanbul,Besiktas,5005
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3213
