yikama_yeri,metrekare,leke_durumu,parca_sayisi,il,ilce,fiyat
Yikamaci,50,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3650
Yikamaci,45,"Evet, cikmasi gereken lekeler var",2,Aydin,Soke,3585
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Mamak,3332
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4716
Yerinde,15,"Hayir, standart yeterli",3,Adana,Cukurova,2421
Yerinde,45,"Hayir, standart yeterli",1,Aydin,Nazilli,2953
Yikamaci,45,"Hayir, standart yeterli",1,Istanbul,Kadikoy,5060
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3316
Yerinde,50,"Hayir, standart yeterli",3,Antalya,Muratpasa,3517
Yikamaci,25,"Hayir, standart yeterli",3,Istanbul,Besiktas,4875
Yerinde,45,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,3006
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,4235
Yerinde,45,"Hayir, standart yeterli",1,Adana,Seyhan,2785
Yikamaci,30,"Hayir, standart yeterli",1,Istanbul,Sisli,4604
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3018
Yikamaci,25,"Hayir, standart yeterli",3,Aydin,Soke,3012
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3419
Yikamaci,50,"Hayir, standart yeterli",1,Istanbul,Kadikoy,5042
Yikamaci,45,"Hayir, standart yeterli",2,Ankara,Kecioren,4131
Yerinde,10,"Hayir, standart yeterli",2,Aydin,Soke,2405
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Besiktas,4654
Yikamaci,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,3002
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4503
Yerinde,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4778
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Mamak,3053
Yikamaci,20,"Hayir, standart yeterli",3,Adana,Yuregir,2754
Yerinde,45,"Hayir, standart yeterli",1,Ankara,Cankaya,3742
Yerinde,10,"Hayir, standart yeterli",1,Aydin,Efeler,2199
Yikamaci,20,"Hayir, standart yeterli",3,Istanbul,Sisli,4703
Yerinde,35,"Hayir, standart yeterli",4,Ankara,Kecioren,3887
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4336
Yerinde,25,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2639
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Mamak,3170
Yerinde,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4304
Yikamaci,25,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4605
Yikamaci,35,"Hayir, standart yeterli",3,Istanbul,Sisli,5001
Yerinde,50,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5559
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3487
Yerinde,15,"Hayir, standart yeterli",3,Ankara,Kecioren,3457
Yikamaci,40,"Hayir, standart yeterli",4,Aydin,Nazilli,3571
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2619
Yerinde,35,"Hayir, standart yeterli",1,Ankara,Mamak,3492
Yikamaci,15,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4636
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Mamak,4002
Yikamaci,15,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4528
Yikamaci,50,"Hayir, standart yeterli",3,Aydin,Nazilli,3549
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2942
Yikamaci,35,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,4288
Yikamaci,45,"Hayir, standart yeterli",4,Antalya,Konyaalti,4038
Yerinde,35,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2710
Yikamaci,10,"Hayir, standart yeterli",3,Aydin,Nazilli,2894
Yerinde,35,"Hayir, standart yeterli",3,Antalya,Konyaalti,3354
Yikamaci,30,"Hayir, standart yeterli",2,Adana,Seyhan,2914
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Antalya,Konyaalti,3690
Yikamaci,50,"Evet, cikmasi gereken lekeler var",3,Antalya,Konyaalti,4209
Yikamaci,30,"Hayir, standart yeterli",2,Antalya,Muratpasa,3277
Yerinde,15,"Hayir, standart yeterli",4,Aydin,Efeler,2684
Yerinde,40,"Hayir, standart yeterli",4,Antalya,Muratpasa,3578
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3775
Yikamaci,45,"Hayir, standart yeterli",2,Antalya,Muratpasa,3727
Yerinde,45,"Hayir, standart yeterli",3,Aydin,Soke,3131
Yerinde,25,"Hayir, standart yeterli",4,Aydin,Nazilli,2865
Yikamaci,30,"Hayir, standart yeterli",3,Antalya,Kepez,3598
Yerinde,15,"Hayir, standart yeterli",1,Ankara,Kecioren,3159
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Sisli,5198
Yerinde,15,"Hayir, standart yeterli",2,Aydin,Nazilli,2395
Yikamaci,45,"Hayir, standart yeterli",1,Antalya,Konyaalti,3466
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Mamak,3774
Yerinde,45,"Hayir, standart yeterli",1,Antalya,Kepez,3126
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Nazilli,2960
Yerinde,20,"Hayir, standart yeterli",4,Adana,Yuregir,2658
Yikamaci,15,"Hayir, standart yeterli",3,Aydin,Nazilli,2996
Yerinde,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4390
Yikamaci,10,"Hayir, standart yeterli",2,Ankara,Cankaya,3371
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Soke,3173
Yikamaci,20,"Hayir, standart yeterli",2,Adana,Cukurova,2678
Yikamaci,50,"Hayir, standart yeterli",3,Antalya,Muratpasa,3914
Yikamaci,15,"Hayir, standart yeterli",2,Istanbul,Sisli,4467
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3008
Yikamaci,45,"Hayir, standart yeterli",2,Ankara,Kecioren,4239
Yikamaci,35,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3908
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,5082
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Aydin,Soke,2931
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Kecioren,3634
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3454
Yerinde,50,"Hayir, standart yeterli",3,Istanbul,Besiktas,5074
Yikamaci,25,"Hayir, standart yeterli",3,Istanbul,Sisli,4906
Yerinde,45,"Hayir, standart yeterli",2,Antalya,Konyaalti,3257
Yerinde,15,"Evet, cikmasi gereken lekeler var",3,Istanbul,Sisli,4597
Yikamaci,20,"Hayir, standart yeterli",4,Antalya,Kepez,3366
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3436
Yikamaci,25,"Hayir, standart yeterli",1,Antalya,Kepez,3103
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5130
Yikamaci,45,"Hayir, standart yeterli",3,Adana,Seyhan,3280
Yikamaci,35,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3753
Yikamaci,35,"Hayir, standart yeterli",3,Adana,Cukurova,3010
Yerinde,25,"Evet, cikmasi gereken lekeler var",1,Aydin,Soke,2795
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3351
Yerinde,20,"Hayir, standart yeterli",2,Istanbul,Sisli,4414
Yerinde,20,"Hayir, standart yeterli",3,Adana,Cukurova,2583
Yikamaci,40,"Hayir, standart yeterli",3,Istanbul,Kadikoy,5203
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4801
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Nazilli,2651
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3637
Yikamaci,50,"Hayir, standart yeterli",3,Ankara,Mamak,4474
Yerinde,40,"Hayir, standart yeterli",1,Istanbul,Sisli,4501
Yikamaci,25,"Hayir, standart yeterli",3,Antalya,Konyaalti,3334
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Nazilli,3023
Yerinde,40,"Hayir, standart yeterli",4,Istanbul,Sisli,5017
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Mamak,3297
Yerinde,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4362
Yikamaci,35,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5151
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Sisli,4933
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Kecioren,3705
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3065
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Adana,Yuregir,3218
Yikamaci,45,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5539
Yikamaci,15,"Hayir, standart yeterli",3,Ankara,Mamak,3775
Yerinde,15,"Hayir, standart yeterli",4,Ankara,Kecioren,3461
Yerinde,15,"Hayir, standart yeterli",3,Ankara,Mamak,3431
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Sisli,5249
Yikamaci,45,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,3492
Yerinde,15,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3093
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3039
Yikamaci,25,"Hayir, standart yeterli",2,Aydin,Efeler,2940
Yikamaci,25,"Hayir, standart yeterli",1,Aydin,Efeler,2886
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Istanbul,Sisli,5229
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Kepez,3085
Yerinde,20,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4584
Yerinde,50,"Hayir, standart yeterli",3,Antalya,Muratpasa,3567
Yikamaci,45,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3814
Yikamaci,45,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,4481
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Sisli,4852
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3263
Yerinde,25,"Hayir, standart yeterli",3,Istanbul,Besiktas,4517
Yerinde,15,"Hayir, standart yeterli",4,Aydin,Soke,2716
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Nazilli,2623
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Konyaalti,3085
Yikamaci,50,"Hayir, standart yeterli",4,Adana,Seyhan,3478
Yikamaci,10,"Hayir, standart yeterli",4,Antalya,Konyaalti,3328
Yerinde,30,"Hayir, standart yeterli",3,Aydin,Nazilli,2939
Yerinde,10,"Hayir, standart yeterli",3,Adana,Yuregir,2268
Yikamaci,25,"Hayir, standart yeterli",3,Antalya,Muratpasa,3483
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Soke,3045
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Adana,Yuregir,2665
Yikamaci,45,"Hayir, standart yeterli",2,Istanbul,Besiktas,5197
Yerinde,35,"Hayir, standart yeterli",2,Istanbul,Sisli,4654
Yikamaci,35,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3768
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Adana,Yuregir,2796
Yerinde,45,"Hayir, standart yeterli",1,Istanbul,Besiktas,4641
Yerinde,35,"Hayir, standart yeterli",1,Antalya,Konyaalti,3073
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2244
Yikamaci,45,"Hayir, standart yeterli",3,Istanbul,Besiktas,5275
Yikamaci,45,"Hayir, standart yeterli",4,Aydin,Efeler,3604
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,4871
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3670
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Kecioren,3834
Yikamaci,45,"Hayir, standart yeterli",3,Adana,Seyhan,3370
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2682
Yikamaci,50,"Hayir, standart yeterli",4,Istanbul,Sisli,5635
Yikamaci,50,"Hayir, standart yeterli",4,Aydin,Nazilli,3777
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Konyaalti,3425
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3083
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3131
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Mamak,3227
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Soke,2804
Yikamaci,15,"Hayir, standart yeterli",2,Aydin,Efeler,2752
Yikamaci,15,"Hayir, standart yeterli",1,Adana,Cukurova,2376
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,4156
Yikamaci,45,"Evet, cikmasi gereken lekeler var",1,Adana,Yuregir,3280
Yikamaci,45,"Hayir, standart yeterli",1,Aydin,Soke,3185
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Nazilli,3122
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,4803
Yerinde,50,"Hayir, standart yeterli",2,Antalya,Konyaalti,3415
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Cankaya,3859
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3560
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3334
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Kecioren,4089
Yerinde,35,"Hayir, standart yeterli",1,Ankara,Cankaya,3484
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Adana,Yuregir,3108
Yerinde,35,"Hayir, standart yeterli",3,Ankara,Mamak,3883
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3451
Yikamaci,25,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2856
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4179
Yerinde,10,"Hayir, standart yeterli",2,Aydin,Efeler,2269
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Adana,Yuregir,3478
Yikamaci,15,"Hayir, standart yeterli",1,Ankara,Mamak,3325
Yikamaci,30,"Hayir, standart yeterli",4,Adana,Yuregir,3142
Yikamaci,15,"Hayir, standart yeterli",3,Istanbul,Besiktas,4704
Yerinde,20,"Hayir, standart yeterli",3,Ankara,Cankaya,3496
Yerinde,35,"Hayir, standart yeterli",4,Istanbul,Sisli,5023
Yerinde,15,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4370
Yerinde,50,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3585
Yerinde,35,"Hayir, standart yeterli",3,Ankara,Kecioren,3813
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3386
Yerinde,25,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2797
Yerinde,30,"Hayir, standart yeterli",3,Aydin,Nazilli,2810
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5206
Yerinde,40,"Hayir, standart yeterli",4,Ankara,Kecioren,4014
Yerinde,45,"Hayir, standart yeterli",4,Ankara,Kecioren,4094
Yikamaci,10,"Hayir, standart yeterli",2,Ankara,Kecioren,3381
Yikamaci,20,"Hayir, standart yeterli",2,Adana,Cukurova,2674
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3646
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5032
Yikamaci,25,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,4112
Yerinde,50,"Hayir, standart yeterli",3,Ankara,Cankaya,4186
Yikamaci,10,"Hayir, standart yeterli",4,Aydin,Nazilli,2964
Yerinde,45,"Hayir, standart yeterli",1,Istanbul,Besiktas,4750
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Mamak,3983
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Adana,Yuregir,3424
Yikamaci,35,"Hayir, standart yeterli",2,Istanbul,Sisli,4952
Yerinde,15,"Hayir, standart yeterli",1,Adana,Yuregir,2000
Yerinde,50,"Hayir, standart yeterli",2,Aydin,Soke,3239
Yerinde,10,"Hayir, standart yeterli",2,Ankara,Kecioren,3170
Yikamaci,35,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5402
Yikamaci,10,"Hayir, standart yeterli",4,Antalya,Konyaalti,3347
Yerinde,50,"Hayir, standart yeterli",3,Istanbul,Sisli,5093
Yerinde,35,"Hayir, standart yeterli",4,Aydin,Efeler,3196
Yikamaci,40,"Hayir, standart yeterli",4,Istanbul,Sisli,5367
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Konyaalti,3180
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5088
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2975
Yikamaci,50,"Hayir, standart yeterli",4,Antalya,Muratpasa,4133
Yerinde,15,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4470
Yikamaci,35,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4976
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3270
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3176
Yikamaci,50,"Hayir, standart yeterli",1,Adana,Seyhan,3199
Yerinde,35,"Hayir, standart yeterli",4,Adana,Yuregir,3008
Yerinde,20,"Hayir, standart yeterli",4,Adana,Seyhan,2644
Yerinde,40,"Hayir, standart yeterli",2,Antalya,Konyaalti,3303
Yerinde,25,"Hayir, standart yeterli",4,Aydin,Soke,2904
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Soke,2751
Yikamaci,50,"Hayir, standart yeterli",2,Antalya,Muratpasa,3713
Yerinde,35,"Hayir, standart yeterli",2,Ankara,Kecioren,3741
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Aydin,Soke,3506
Yikamaci,45,"Hayir, standart yeterli",1,Ankara,Mamak,3972
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Adana,Yuregir,3209
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,2868
Yerinde,15,"Hayir, standart yeterli",1,Aydin,Efeler,2352
Yikamaci,45,"Hayir, standart yeterli",2,Istanbul,Besiktas,5207
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Antalya,Konyaalti,3255
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Kepez,3235
Yerinde,40,"Hayir, standart yeterli",3,Aydin,Soke,3003
Yerinde,25,"Hayir, standart yeterli",3,Ankara,Mamak,3574
Yikamaci,10,"Hayir, standart yeterli",3,Aydin,Efeler,2821
Yikamaci,45,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,4393
Yikamaci,35,"Hayir, standart yeterli",4,Antalya,Muratpasa,3797
Yerinde,50,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3085
Yerinde,50,"Hayir, standart yeterli",2,Ankara,Mamak,3923
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2966
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2728
Yikamaci,10,"Hayir, standart yeterli",2,Adana,Yuregir,2461
Yerinde,25,"Hayir, standart yeterli",3,Adana,Yuregir,2529
Yikamaci,30,"Hayir, standart yeterli",2,Ankara,Mamak,3862
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3845
Yerinde,50,"Hayir, standart yeterli",3,Aydin,Nazilli,3209
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Konyaalti,3202
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Efeler,2968
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,4153
Yerinde,30,"Hayir, standart yeterli",3,Aydin,Efeler,2818
Yerinde,35,"Hayir, standart yeterli",1,Istanbul,Besiktas,4439
Yerinde,10,"Hayir, standart yeterli",4,Adana,Cukurova,2473
Yerinde,30,"Hayir, standart yeterli",2,Antalya,Kepez,2953
Yerinde,45,"Hayir, standart yeterli",1,Antalya,Konyaalti,3251
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3118
Yikamaci,35,"Hayir, standart yeterli",1,Istanbul,Sisli,4855
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4254
Yikamaci,45,"Hayir, standart yeterli",2,Istanbul,Besiktas,5186
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3108
Yerinde,40,"Hayir, standart yeterli",1,Adana,Cukurova,2523
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Kecioren,3910
Yikamaci,15,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4888
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3163
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3746
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Kecioren,3977
Yerinde,45,"Hayir, standart yeterli",1,Adana,Yuregir,2688
Yerinde,25,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2622
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Soke,2941
Yerinde,15,"Hayir, standart yeterli",4,Istanbul,Besiktas,4494
Yikamaci,15,"Hayir, standart yeterli",2,Ankara,Kecioren,3635
Yikamaci,50,"Hayir, standart yeterli",1,Adana,Yuregir,3076
Yikamaci,20,"Hayir, standart yeterli",1,Antalya,Muratpasa,2906
Yerinde,15,"Hayir, standart yeterli",3,Antalya,Kepez,2874
Yerinde,50,"Hayir, standart yeterli",1,Istanbul,Besiktas,4735
Yikamaci,50,"Hayir, standart yeterli",1,Antalya,Kepez,3674
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Adana,Yuregir,2999
Yerinde,15,"Hayir, standart yeterli",1,Aydin,Efeler,2357
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,5394
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Antalya,Konyaalti,3746
Yikamaci,50,"Hayir, standart yeterli",4,Istanbul,Sisli,5484
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,4169
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Sisli,4942
Yikamaci,40,"Hayir, standart yeterli",4,Adana,Yuregir,3414
Yikamaci,40,"Hayir, standart yeterli",3,Aydin,Nazilli,3459
Yikamaci,30,"Hayir, standart yeterli",2,Aydin,Nazilli,3090
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3143
Yerinde,45,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,3152
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Adana,Yuregir,3224
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3893
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Soke,3308
Yerinde,25,"Hayir, standart yeterli",2,Aydin,Efeler,2682
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5243
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2173
Yerinde,30,"Hayir, standart yeterli",4,Ankara,Mamak,3766
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3263
Yerinde,50,"Hayir, standart yeterli",4,Istanbul,Sisli,5168
Yerinde,45,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3661
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Sisli,4801
Yikamaci,15,"Hayir, standart yeterli",1,Istanbul,Besiktas,4460
Yerinde,50,"Evet, cikmasi gereken lekeler var",4,Aydin,Soke,3686
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Sisli,5240
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3404
Yerinde,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4230
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Soke,2980
Yerinde,15,"Hayir, standart yeterli",4,Adana,Yuregir,2592
Yikamaci,35,"Hayir, standart yeterli",4,Ankara,Mamak,4202
Yerinde,50,"Hayir, standart yeterli",4,Adana,Cukurova,3279
Yikamaci,35,"Hayir, standart yeterli",3,Ankara,Cankaya,4139
Yerinde,30,"Hayir, standart yeterli",2,Adana,Seyhan,2499
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5022
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4794
Yikamaci,50,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,5748
Yikamaci,35,"Hayir, standart yeterli",4,Adana,Cukurova,3216
Yikamaci,40,"Hayir, standart yeterli",2,Ankara,Cankaya,4020
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3097
Yikamaci,30,"Hayir, standart yeterli",1,Istanbul,Besiktas,4744
Yerinde,45,"Hayir, standart yeterli",4,Aydin,Efeler,3428
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,5145
Yikamaci,10,"Hayir, standart yeterli",1,Aydin,Nazilli,2451
Yerinde,20,"Hayir, standart yeterli",2,Aydin,Efeler,2458
Yerinde,40,"Hayir, standart yeterli",2,Aydin,Soke,2909
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4102
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,4701
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Konyaalti,3810
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Antalya,Konyaalti,3274
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3200
Yerinde,30,"Hayir, standart yeterli",1,Adana,Cukurova,2423
Yikamaci,15,"Hayir, standart yeterli",4,Aydin,Nazilli,3059
Yikamaci,35,"Hayir, standart yeterli",2,Aydin,Nazilli,3096
Yerinde,45,"Hayir, standart yeterli",2,Antalya,Muratpasa,3386
Yerinde,40,"Hayir, standart yeterli",1,Adana,Seyhan,2521
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,4462
Yerinde,30,"Hayir, standart yeterli",2,Istanbul,Sisli,4585
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3223
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Adana,Yuregir,2640
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2691
Yikamaci,25,"Hayir, standart yeterli",1,Istanbul,Sisli,4562
Yikamaci,10,"Hayir, standart yeterli",1,Adana,Yuregir,2400
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Seyhan,2707
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Istanbul,Sisli,4685
Yerinde,40,"Hayir, standart yeterli",3,Aydin,Efeler,3195
Yikamaci,25,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2965
